
==========: 293899779698400
Epoch:0001, train_loss=1.97273, train_acc=0.10721, val_loss=1.94106, val_acc=0.33862, time=0.13401
Epoch:0002, train_loss=1.90807, train_acc=0.30228, val_loss=1.93984, val_acc=0.34392, time=0.12800
Epoch:0003, train_loss=1.89869, train_acc=0.30521, val_loss=1.94015, val_acc=0.31746, time=0.13300
Epoch:0004, train_loss=1.89427, train_acc=0.30697, val_loss=1.94058, val_acc=0.29101, time=0.12898
Epoch:0005, train_loss=1.88856, train_acc=0.32220, val_loss=1.94036, val_acc=0.28571, time=0.08701
Epoch:0006, train_loss=1.87714, train_acc=0.33158, val_loss=1.93994, val_acc=0.32275, time=0.11400
Epoch:0007, train_loss=1.86400, train_acc=0.32337, val_loss=1.93971, val_acc=0.33862, time=0.13999
Epoch:0008, train_loss=1.85191, train_acc=0.32220, val_loss=1.93969, val_acc=0.33862, time=0.10300
Epoch:0009, train_loss=1.84050, train_acc=0.32279, val_loss=1.93983, val_acc=0.33862, time=0.10600
Epoch:0010, train_loss=1.82921, train_acc=0.33333, val_loss=1.94015, val_acc=0.33862, time=0.12499
Epoch:0011, train_loss=1.81859, train_acc=0.34505, val_loss=1.94064, val_acc=0.31746, time=0.12800
Epoch:0012, train_loss=1.80918, train_acc=0.36848, val_loss=1.94122, val_acc=0.30688, time=0.13201
Epoch:0013, train_loss=1.80078, train_acc=0.39953, val_loss=1.94175, val_acc=0.29101, time=0.12799
Epoch:0014, train_loss=1.79255, train_acc=0.41828, val_loss=1.94212, val_acc=0.28571, time=0.13100
Epoch:0015, train_loss=1.78363, train_acc=0.43234, val_loss=1.94226, val_acc=0.28571, time=0.11900
Epoch:0016, train_loss=1.77363, train_acc=0.44288, val_loss=1.94224, val_acc=0.29101, time=0.12201
Epoch:0017, train_loss=1.76281, train_acc=0.44464, val_loss=1.94217, val_acc=0.29101, time=0.12902
Epoch:0018, train_loss=1.75167, train_acc=0.45401, val_loss=1.94219, val_acc=0.28571, time=0.13300
Epoch:0019, train_loss=1.74070, train_acc=0.47042, val_loss=1.94240, val_acc=0.25397, time=0.11699
Epoch:0020, train_loss=1.73031, train_acc=0.49385, val_loss=1.94281, val_acc=0.25926, time=0.08601
Epoch:0021, train_loss=1.72067, train_acc=0.51494, val_loss=1.94333, val_acc=0.24868, time=0.10601
Epoch:0022, train_loss=1.71129, train_acc=0.54013, val_loss=1.94381, val_acc=0.23280, time=0.13300
Epoch:0023, train_loss=1.70142, train_acc=0.55185, val_loss=1.94426, val_acc=0.23280, time=0.13102
Epoch:0024, train_loss=1.69115, train_acc=0.55595, val_loss=1.94476, val_acc=0.24339, time=0.12500
Epoch:0025, train_loss=1.68089, train_acc=0.55360, val_loss=1.94535, val_acc=0.24339, time=0.12102
Epoch:0026, train_loss=1.67047, train_acc=0.56180, val_loss=1.94603, val_acc=0.22222, time=0.11601
Epoch:0027, train_loss=1.65980, train_acc=0.57586, val_loss=1.94679, val_acc=0.20106, time=0.11200
Epoch:0028, train_loss=1.64930, train_acc=0.59402, val_loss=1.94756, val_acc=0.20635, time=0.11800
Epoch:0029, train_loss=1.63932, train_acc=0.61219, val_loss=1.94833, val_acc=0.21693, time=0.12301
Epoch:0030, train_loss=1.62983, train_acc=0.62624, val_loss=1.94909, val_acc=0.21164, time=0.12000
Epoch:0031, train_loss=1.62010, train_acc=0.63796, val_loss=1.94985, val_acc=0.21693, time=0.12499
Epoch:0032, train_loss=1.60970, train_acc=0.64616, val_loss=1.95067, val_acc=0.20635, time=0.11402
Epoch:0033, train_loss=1.59930, train_acc=0.65261, val_loss=1.95150, val_acc=0.21164, time=0.11400
Epoch:0034, train_loss=1.58929, train_acc=0.65554, val_loss=1.95229, val_acc=0.21164, time=0.12200
Epoch:0035, train_loss=1.57952, train_acc=0.66374, val_loss=1.95310, val_acc=0.21164, time=0.12401
Epoch:0036, train_loss=1.56995, train_acc=0.67135, val_loss=1.95401, val_acc=0.21164, time=0.12300
Epoch:0037, train_loss=1.56040, train_acc=0.68424, val_loss=1.95508, val_acc=0.20635, time=0.12000
Epoch:0038, train_loss=1.55069, train_acc=0.69947, val_loss=1.95627, val_acc=0.21164, time=0.08500
Epoch:0039, train_loss=1.54088, train_acc=0.70767, val_loss=1.95758, val_acc=0.20635, time=0.11999
Epoch:0040, train_loss=1.53155, train_acc=0.72291, val_loss=1.95888, val_acc=0.20106, time=0.12001
Epoch:0041, train_loss=1.52256, train_acc=0.73052, val_loss=1.96001, val_acc=0.19048, time=0.09998
Epoch:0042, train_loss=1.51338, train_acc=0.74400, val_loss=1.96101, val_acc=0.20106, time=0.09402
Epoch:0043, train_loss=1.50418, train_acc=0.75454, val_loss=1.96209, val_acc=0.21164, time=0.10800
Epoch:0044, train_loss=1.49515, train_acc=0.75923, val_loss=1.96336, val_acc=0.21693, time=0.08601
Epoch:0045, train_loss=1.48634, train_acc=0.76450, val_loss=1.96474, val_acc=0.21693, time=0.12201
Epoch:0046, train_loss=1.47777, train_acc=0.76977, val_loss=1.96602, val_acc=0.21693, time=0.11498
Epoch:0047, train_loss=1.46915, train_acc=0.77856, val_loss=1.96727, val_acc=0.21693, time=0.11802
Epoch:0048, train_loss=1.46052, train_acc=0.79203, val_loss=1.96865, val_acc=0.22222, time=0.13201
Epoch:0049, train_loss=1.45223, train_acc=0.80199, val_loss=1.97011, val_acc=0.22751, time=0.09700
Epoch:0050, train_loss=1.44411, train_acc=0.80726, val_loss=1.97147, val_acc=0.23280, time=0.12000
Epoch:0051, train_loss=1.43598, train_acc=0.81429, val_loss=1.97280, val_acc=0.23280, time=0.12801
Epoch:0052, train_loss=1.42797, train_acc=0.81957, val_loss=1.97418, val_acc=0.22222, time=0.13200
Epoch:0053, train_loss=1.42015, train_acc=0.82367, val_loss=1.97551, val_acc=0.22222, time=0.10000
Epoch:0054, train_loss=1.41256, train_acc=0.83597, val_loss=1.97686, val_acc=0.21693, time=0.08401
Epoch:0055, train_loss=1.40499, train_acc=0.84241, val_loss=1.97846, val_acc=0.22751, time=0.10800
Epoch:0056, train_loss=1.39752, train_acc=0.84886, val_loss=1.98011, val_acc=0.22222, time=0.11901
Epoch:0057, train_loss=1.39032, train_acc=0.86467, val_loss=1.98156, val_acc=0.22222, time=0.10699
Epoch:0058, train_loss=1.38321, train_acc=0.87346, val_loss=1.98298, val_acc=0.22222, time=0.12001
Epoch:0059, train_loss=1.37619, train_acc=0.87873, val_loss=1.98450, val_acc=0.22751, time=0.11201
Epoch:0060, train_loss=1.36932, train_acc=0.88401, val_loss=1.98609, val_acc=0.22751, time=0.12100
Epoch:0061, train_loss=1.36264, train_acc=0.88928, val_loss=1.98768, val_acc=0.22751, time=0.11901
Epoch:0062, train_loss=1.35606, train_acc=0.89397, val_loss=1.98927, val_acc=0.22751, time=0.11099
Epoch:0063, train_loss=1.34960, train_acc=0.90100, val_loss=1.99090, val_acc=0.22751, time=0.09000
Epoch:0064, train_loss=1.34333, train_acc=0.91037, val_loss=1.99256, val_acc=0.22751, time=0.10901
Epoch:0065, train_loss=1.33718, train_acc=0.91506, val_loss=1.99418, val_acc=0.22751, time=0.08400
Epoch:0066, train_loss=1.33116, train_acc=0.92033, val_loss=1.99575, val_acc=0.22751, time=0.10199
Epoch:0067, train_loss=1.32529, train_acc=0.92384, val_loss=1.99742, val_acc=0.22222, time=0.12901
Epoch:0068, train_loss=1.31958, train_acc=0.92794, val_loss=1.99909, val_acc=0.22222, time=0.10399
Epoch:0069, train_loss=1.31397, train_acc=0.93380, val_loss=2.00085, val_acc=0.21693, time=0.08801
Epoch:0070, train_loss=1.30852, train_acc=0.93732, val_loss=2.00260, val_acc=0.21164, time=0.11601
Epoch:0071, train_loss=1.30323, train_acc=0.94083, val_loss=2.00426, val_acc=0.21693, time=0.12999
Epoch:0072, train_loss=1.29804, train_acc=0.94435, val_loss=2.00595, val_acc=0.21693, time=0.09900
Epoch:0073, train_loss=1.29300, train_acc=0.94669, val_loss=2.00782, val_acc=0.22222, time=0.11201
Epoch:0074, train_loss=1.28812, train_acc=0.94845, val_loss=2.00948, val_acc=0.21693, time=0.10399
Epoch:0075, train_loss=1.28336, train_acc=0.94903, val_loss=2.01141, val_acc=0.22222, time=0.10200
Epoch:0076, train_loss=1.27877, train_acc=0.95079, val_loss=2.01298, val_acc=0.21693, time=0.11099
Epoch:0077, train_loss=1.27440, train_acc=0.95665, val_loss=2.01525, val_acc=0.22222, time=0.08600
Epoch:0078, train_loss=1.27036, train_acc=0.95431, val_loss=2.01641, val_acc=0.21164, time=0.08603
Epoch:0079, train_loss=1.26684, train_acc=0.96426, val_loss=2.01897, val_acc=0.22751, time=0.11799
Epoch:0080, train_loss=1.26357, train_acc=0.95548, val_loss=2.01988, val_acc=0.20635, time=0.08400
Epoch:0081, train_loss=1.25958, train_acc=0.96895, val_loss=2.02168, val_acc=0.22222, time=0.11802
Epoch:0082, train_loss=1.25478, train_acc=0.96719, val_loss=2.02358, val_acc=0.22222, time=0.10401
