
==========: 241498273516700
Epoch:0001, train_loss=2.19073, train_acc=0.02066, val_loss=2.06902, val_acc=0.56752, time=1.17202
Epoch:0002, train_loss=1.98973, train_acc=0.57484, val_loss=2.05386, val_acc=0.76095, time=1.16002
Epoch:0003, train_loss=1.85723, train_acc=0.74397, val_loss=2.04447, val_acc=0.78285, time=1.20798
Epoch:0004, train_loss=1.77528, train_acc=0.76747, val_loss=2.03880, val_acc=0.79562, time=1.15402
Epoch:0005, train_loss=1.72604, train_acc=0.77962, val_loss=2.03506, val_acc=0.80839, time=1.22802
Epoch:0006, train_loss=1.69368, train_acc=0.78712, val_loss=2.03217, val_acc=0.81204, time=1.14700
Epoch:0007, train_loss=1.66814, train_acc=0.78914, val_loss=2.02961, val_acc=0.81752, time=1.28901
Epoch:0008, train_loss=1.64476, train_acc=0.79259, val_loss=2.02720, val_acc=0.82299, time=1.17901
Epoch:0009, train_loss=1.62212, train_acc=0.80312, val_loss=2.02497, val_acc=0.83029, time=1.19799
Epoch:0010, train_loss=1.60087, train_acc=0.82398, val_loss=2.02303, val_acc=0.85949, time=1.12200
Epoch:0011, train_loss=1.58217, train_acc=0.84485, val_loss=2.02142, val_acc=0.87774, time=1.23102
Epoch:0012, train_loss=1.56659, train_acc=0.86348, val_loss=2.02010, val_acc=0.89234, time=1.33301
Epoch:0013, train_loss=1.55362, train_acc=0.87482, val_loss=2.01897, val_acc=0.90328, time=1.16801
Epoch:0014, train_loss=1.54243, train_acc=0.88799, val_loss=2.01799, val_acc=0.90693, time=1.14000
Epoch:0015, train_loss=1.53250, train_acc=0.89933, val_loss=2.01715, val_acc=0.91606, time=1.21101
Epoch:0016, train_loss=1.52368, train_acc=0.91392, val_loss=2.01643, val_acc=0.92336, time=1.22499
Epoch:0017, train_loss=1.51591, train_acc=0.92526, val_loss=2.01583, val_acc=0.92701, time=1.10803
Epoch:0018, train_loss=1.50900, train_acc=0.93275, val_loss=2.01529, val_acc=0.92701, time=1.18600
Epoch:0019, train_loss=1.50273, train_acc=0.93680, val_loss=2.01481, val_acc=0.92883, time=1.14802
Epoch:0020, train_loss=1.49688, train_acc=0.94248, val_loss=2.01436, val_acc=0.93066, time=1.24601
Epoch:0021, train_loss=1.49136, train_acc=0.94693, val_loss=2.01394, val_acc=0.93248, time=1.19400
Epoch:0022, train_loss=1.48617, train_acc=0.94936, val_loss=2.01355, val_acc=0.93978, time=1.23501
Epoch:0023, train_loss=1.48135, train_acc=0.95281, val_loss=2.01320, val_acc=0.93978, time=1.19001
Epoch:0024, train_loss=1.47688, train_acc=0.95746, val_loss=2.01288, val_acc=0.94526, time=1.29402
Epoch:0025, train_loss=1.47276, train_acc=0.95949, val_loss=2.01259, val_acc=0.94526, time=1.17001
Epoch:0026, train_loss=1.46899, train_acc=0.96131, val_loss=2.01234, val_acc=0.94526, time=1.25002
Epoch:0027, train_loss=1.46559, train_acc=0.96455, val_loss=2.01211, val_acc=0.94343, time=1.15102
Epoch:0028, train_loss=1.46254, train_acc=0.96638, val_loss=2.01191, val_acc=0.94161, time=1.21800
Epoch:0029, train_loss=1.45982, train_acc=0.96840, val_loss=2.01172, val_acc=0.94161, time=1.17703
Epoch:0030, train_loss=1.45735, train_acc=0.96941, val_loss=2.01154, val_acc=0.94343, time=1.17800
Epoch:0031, train_loss=1.45505, train_acc=0.97104, val_loss=2.01135, val_acc=0.94526, time=1.15000
Epoch:0032, train_loss=1.45287, train_acc=0.97266, val_loss=2.01118, val_acc=0.94708, time=1.20201
Epoch:0033, train_loss=1.45079, train_acc=0.97367, val_loss=2.01100, val_acc=0.94891, time=1.24501
Epoch:0034, train_loss=1.44882, train_acc=0.97488, val_loss=2.01084, val_acc=0.95073, time=1.14701
Epoch:0035, train_loss=1.44697, train_acc=0.97630, val_loss=2.01069, val_acc=0.95073, time=1.04601
Epoch:0036, train_loss=1.44525, train_acc=0.97833, val_loss=2.01056, val_acc=0.95255, time=1.16401
Epoch:0037, train_loss=1.44368, train_acc=0.97974, val_loss=2.01045, val_acc=0.95620, time=1.25502
Epoch:0038, train_loss=1.44225, train_acc=0.97995, val_loss=2.01035, val_acc=0.95620, time=1.26099
Epoch:0039, train_loss=1.44096, train_acc=0.98137, val_loss=2.01027, val_acc=0.95438, time=1.18101
Epoch:0040, train_loss=1.43980, train_acc=0.98157, val_loss=2.01020, val_acc=0.95438, time=1.16002
Epoch:0041, train_loss=1.43872, train_acc=0.98278, val_loss=2.01014, val_acc=0.95255, time=1.24699
Epoch:0042, train_loss=1.43769, train_acc=0.98420, val_loss=2.01008, val_acc=0.95255, time=1.15401
Epoch:0043, train_loss=1.43671, train_acc=0.98420, val_loss=2.01002, val_acc=0.95255, time=1.26901
Epoch:0044, train_loss=1.43576, train_acc=0.98440, val_loss=2.00997, val_acc=0.95438, time=1.23201
Epoch:0045, train_loss=1.43485, train_acc=0.98461, val_loss=2.00992, val_acc=0.95620, time=1.21500
Epoch:0046, train_loss=1.43400, train_acc=0.98461, val_loss=2.00987, val_acc=0.95438, time=1.18200
Epoch:0047, train_loss=1.43321, train_acc=0.98501, val_loss=2.00983, val_acc=0.95438, time=1.23601
Epoch:0048, train_loss=1.43248, train_acc=0.98542, val_loss=2.00979, val_acc=0.95438, time=1.11999
Epoch:0049, train_loss=1.43180, train_acc=0.98602, val_loss=2.00975, val_acc=0.95438, time=1.11599
Epoch:0050, train_loss=1.43116, train_acc=0.98643, val_loss=2.00971, val_acc=0.95438, time=1.22000
Epoch:0051, train_loss=1.43054, train_acc=0.98663, val_loss=2.00968, val_acc=0.95438, time=1.19202
Epoch:0052, train_loss=1.42995, train_acc=0.98683, val_loss=2.00965, val_acc=0.95438, time=1.16200
Epoch:0053, train_loss=1.42938, train_acc=0.98724, val_loss=2.00962, val_acc=0.95438, time=1.15600
Epoch:0054, train_loss=1.42883, train_acc=0.98785, val_loss=2.00961, val_acc=0.95620, time=1.17001
Epoch:0055, train_loss=1.42832, train_acc=0.98785, val_loss=2.00959, val_acc=0.95620, time=1.33701
Epoch:0056, train_loss=1.42783, train_acc=0.98926, val_loss=2.00959, val_acc=0.95803, time=1.16801
Epoch:0057, train_loss=1.42737, train_acc=0.98967, val_loss=2.00958, val_acc=0.95985, time=1.24399
Epoch:0058, train_loss=1.42693, train_acc=0.99007, val_loss=2.00958, val_acc=0.95985, time=1.13902
Epoch:0059, train_loss=1.42652, train_acc=0.99028, val_loss=2.00958, val_acc=0.96168, time=1.25300
Epoch:0060, train_loss=1.42612, train_acc=0.99048, val_loss=2.00958, val_acc=0.96168, time=1.23201
Epoch:0061, train_loss=1.42573, train_acc=0.99089, val_loss=2.00957, val_acc=0.96168, time=1.15901
Epoch:0062, train_loss=1.42536, train_acc=0.99109, val_loss=2.00956, val_acc=0.96168, time=1.22700
Epoch:0063, train_loss=1.42499, train_acc=0.99129, val_loss=2.00955, val_acc=0.96168, time=1.29101
Epoch:0064, train_loss=1.42463, train_acc=0.99149, val_loss=2.00954, val_acc=0.96168, time=1.10401
Epoch:0065, train_loss=1.42429, train_acc=0.99190, val_loss=2.00953, val_acc=0.96350, time=1.17500
Epoch:0066, train_loss=1.42396, train_acc=0.99210, val_loss=2.00952, val_acc=0.96350, time=1.22101
Epoch:0067, train_loss=1.42364, train_acc=0.99271, val_loss=2.00951, val_acc=0.96350, time=1.11801
Epoch:0068, train_loss=1.42334, train_acc=0.99372, val_loss=2.00950, val_acc=0.96350, time=1.21200
Epoch:0069, train_loss=1.42305, train_acc=0.99372, val_loss=2.00950, val_acc=0.96350, time=1.08901
Epoch:0070, train_loss=1.42278, train_acc=0.99433, val_loss=2.00950, val_acc=0.96350, time=1.15000
Epoch:0071, train_loss=1.42251, train_acc=0.99494, val_loss=2.00951, val_acc=0.96350, time=1.14501
Epoch:0072, train_loss=1.42225, train_acc=0.99494, val_loss=2.00951, val_acc=0.96350, time=1.22401
Epoch:0073, train_loss=1.42200, train_acc=0.99494, val_loss=2.00952, val_acc=0.96168, time=1.22000
Epoch:0074, train_loss=1.42176, train_acc=0.99514, val_loss=2.00952, val_acc=0.96168, time=1.19899
