
==========: 245041451358400
Epoch:0001, train_loss=2.10717, train_acc=0.03342, val_loss=2.08303, val_acc=0.02007, time=1.20801
Epoch:0002, train_loss=2.10602, train_acc=0.03484, val_loss=2.08290, val_acc=0.02007, time=1.20701
Epoch:0003, train_loss=2.10487, train_acc=0.03585, val_loss=2.08276, val_acc=0.02007, time=1.20299
Epoch:0004, train_loss=2.10373, train_acc=0.03707, val_loss=2.08263, val_acc=0.02372, time=1.17101
Epoch:0005, train_loss=2.10259, train_acc=0.03869, val_loss=2.08250, val_acc=0.02372, time=1.16301
Epoch:0006, train_loss=2.10145, train_acc=0.03970, val_loss=2.08237, val_acc=0.02555, time=1.20900
Epoch:0007, train_loss=2.10031, train_acc=0.04031, val_loss=2.08223, val_acc=0.02555, time=1.18599
Epoch:0008, train_loss=2.09918, train_acc=0.04213, val_loss=2.08210, val_acc=0.03285, time=1.20400
Epoch:0009, train_loss=2.09804, train_acc=0.04456, val_loss=2.08197, val_acc=0.03467, time=1.21000
Epoch:0010, train_loss=2.09691, train_acc=0.04800, val_loss=2.08184, val_acc=0.03467, time=1.20501
Epoch:0011, train_loss=2.09577, train_acc=0.05165, val_loss=2.08171, val_acc=0.03650, time=1.19401
Epoch:0012, train_loss=2.09464, train_acc=0.05469, val_loss=2.08158, val_acc=0.04197, time=1.20000
Epoch:0013, train_loss=2.09351, train_acc=0.05732, val_loss=2.08144, val_acc=0.04927, time=1.27002
Epoch:0014, train_loss=2.09239, train_acc=0.06158, val_loss=2.08131, val_acc=0.05657, time=1.26901
Epoch:0015, train_loss=2.09126, train_acc=0.06583, val_loss=2.08118, val_acc=0.05657, time=1.10800
Epoch:0016, train_loss=2.09014, train_acc=0.06927, val_loss=2.08105, val_acc=0.06204, time=1.19201
Epoch:0017, train_loss=2.08901, train_acc=0.07373, val_loss=2.08092, val_acc=0.06934, time=1.19800
Epoch:0018, train_loss=2.08790, train_acc=0.07758, val_loss=2.08079, val_acc=0.07482, time=1.18199
Epoch:0019, train_loss=2.08678, train_acc=0.08325, val_loss=2.08066, val_acc=0.08577, time=1.26800
Epoch:0020, train_loss=2.08566, train_acc=0.08973, val_loss=2.08053, val_acc=0.09489, time=1.23100
Epoch:0021, train_loss=2.08455, train_acc=0.09702, val_loss=2.08041, val_acc=0.10401, time=1.24401
Epoch:0022, train_loss=2.08344, train_acc=0.10452, val_loss=2.08028, val_acc=0.11314, time=1.16801
Epoch:0023, train_loss=2.08233, train_acc=0.11242, val_loss=2.08015, val_acc=0.12591, time=1.25999
Epoch:0024, train_loss=2.08122, train_acc=0.12113, val_loss=2.08002, val_acc=0.12956, time=1.31502
Epoch:0025, train_loss=2.08011, train_acc=0.12923, val_loss=2.07989, val_acc=0.13869, time=1.19802
Epoch:0026, train_loss=2.07901, train_acc=0.13672, val_loss=2.07976, val_acc=0.14781, time=1.16700
Epoch:0027, train_loss=2.07791, train_acc=0.14482, val_loss=2.07964, val_acc=0.16058, time=1.25300
Epoch:0028, train_loss=2.07681, train_acc=0.15637, val_loss=2.07951, val_acc=0.17518, time=1.11802
Epoch:0029, train_loss=2.07572, train_acc=0.16670, val_loss=2.07938, val_acc=0.18066, time=1.15201
Epoch:0030, train_loss=2.07462, train_acc=0.17865, val_loss=2.07925, val_acc=0.19526, time=1.17801
Epoch:0031, train_loss=2.07353, train_acc=0.18959, val_loss=2.07913, val_acc=0.19891, time=1.12501
Epoch:0032, train_loss=2.07244, train_acc=0.19992, val_loss=2.07900, val_acc=0.20985, time=1.15901
Epoch:0033, train_loss=2.07136, train_acc=0.20924, val_loss=2.07888, val_acc=0.21898, time=1.13802
Epoch:0034, train_loss=2.07027, train_acc=0.22179, val_loss=2.07875, val_acc=0.23540, time=1.22400
Epoch:0035, train_loss=2.06919, train_acc=0.23395, val_loss=2.07862, val_acc=0.24453, time=1.10300
Epoch:0036, train_loss=2.06811, train_acc=0.24590, val_loss=2.07850, val_acc=0.25182, time=1.16901
Epoch:0037, train_loss=2.06703, train_acc=0.25744, val_loss=2.07837, val_acc=0.25912, time=1.20001
Epoch:0038, train_loss=2.06596, train_acc=0.26960, val_loss=2.07825, val_acc=0.26642, time=1.14501
Epoch:0039, train_loss=2.06488, train_acc=0.28033, val_loss=2.07812, val_acc=0.27555, time=1.19500
Epoch:0040, train_loss=2.06381, train_acc=0.28985, val_loss=2.07800, val_acc=0.28102, time=1.17600
Epoch:0041, train_loss=2.06274, train_acc=0.30120, val_loss=2.07788, val_acc=0.29015, time=1.17902
Epoch:0042, train_loss=2.06168, train_acc=0.30930, val_loss=2.07775, val_acc=0.29927, time=1.17400
Epoch:0043, train_loss=2.06061, train_acc=0.32044, val_loss=2.07763, val_acc=0.30474, time=1.15001
Epoch:0044, train_loss=2.05955, train_acc=0.33097, val_loss=2.07751, val_acc=0.31022, time=1.16202
Epoch:0045, train_loss=2.05849, train_acc=0.33867, val_loss=2.07738, val_acc=0.31569, time=1.18701
