
==================== Torch Seed: 704506398000

Model parameters

Layer: layer1.W0 | Size: torch.Size([17992, 200])
Layer: layer2.W0 | Size: torch.Size([200, 52])

Data statistics

  Edges    Classes    Train samples    Val samples    Test samples
-------  ---------  ---------------  -------------  --------------
  17992         52             5879            653            2568

Epoch:0001, train_loss=4.03898, train_acc=0.00782, val_loss=3.92120, val_acc=0.42266, time=0.51699
Epoch:0002, train_loss=3.70766, train_acc=0.38697, val_loss=3.89343, val_acc=0.57580, time=0.55099
Epoch:0003, train_loss=3.45587, train_acc=0.56761, val_loss=3.87559, val_acc=0.62787, time=0.47200
Epoch:0004, train_loss=3.29450, train_acc=0.61711, val_loss=3.86491, val_acc=0.64625, time=0.55801
Epoch:0005, train_loss=3.19511, train_acc=0.64093, val_loss=3.85802, val_acc=0.67381, time=0.38100
Epoch:0006, train_loss=3.12671, train_acc=0.66797, val_loss=3.85286, val_acc=0.69678, time=0.39600
Epoch:0007, train_loss=3.07195, train_acc=0.70437, val_loss=3.84867, val_acc=0.74119, time=0.41400
Epoch:0008, train_loss=3.02631, train_acc=0.74758, val_loss=3.84532, val_acc=0.76263, time=0.44300
Epoch:0009, train_loss=2.98975, train_acc=0.78466, val_loss=3.84272, val_acc=0.78407, time=0.43200
Epoch:0010, train_loss=2.96130, train_acc=0.81170, val_loss=3.84068, val_acc=0.79939, time=0.46200
Epoch:0011, train_loss=2.93893, train_acc=0.82837, val_loss=3.83896, val_acc=0.80398, time=0.39600
Epoch:0012, train_loss=2.91997, train_acc=0.84487, val_loss=3.83732, val_acc=0.82236, time=0.42000
Epoch:0013, train_loss=2.90214, train_acc=0.85865, val_loss=3.83567, val_acc=0.83920, time=0.41599
Epoch:0014, train_loss=2.88451, train_acc=0.87124, val_loss=3.83405, val_acc=0.85145, time=0.37901
Epoch:0015, train_loss=2.86734, train_acc=0.88484, val_loss=3.83255, val_acc=0.86524, time=0.39701
Epoch:0016, train_loss=2.85140, train_acc=0.89556, val_loss=3.83124, val_acc=0.87596, time=0.46500
Epoch:0017, train_loss=2.83728, train_acc=0.90645, val_loss=3.83013, val_acc=0.88055, time=0.45600
Epoch:0018, train_loss=2.82504, train_acc=0.91393, val_loss=3.82918, val_acc=0.88821, time=0.43900
Epoch:0019, train_loss=2.81429, train_acc=0.91886, val_loss=3.82834, val_acc=0.89587, time=0.37299
Epoch:0020, train_loss=2.80461, train_acc=0.92448, val_loss=3.82757, val_acc=0.89740, time=0.49001
Epoch:0021, train_loss=2.79570, train_acc=0.92754, val_loss=3.82687, val_acc=0.89893, time=0.39200
Epoch:0022, train_loss=2.78748, train_acc=0.93060, val_loss=3.82621, val_acc=0.90046, time=0.46299
Epoch:0023, train_loss=2.77996, train_acc=0.93400, val_loss=3.82560, val_acc=0.90199, time=0.44401
Epoch:0024, train_loss=2.77305, train_acc=0.93740, val_loss=3.82501, val_acc=0.90046, time=0.46100
Epoch:0025, train_loss=2.76666, train_acc=0.94030, val_loss=3.82445, val_acc=0.90352, time=0.47800
