
==========: 263755339471600
Epoch:0001, train_loss=2.41125, train_acc=0.04699, val_loss=2.08291, val_acc=0.24270, time=1.39802
Epoch:0002, train_loss=2.09644, train_acc=0.26190, val_loss=2.06582, val_acc=0.38686, time=1.15000
Epoch:0003, train_loss=1.91996, train_acc=0.45027, val_loss=2.06429, val_acc=0.45985, time=1.22901
Epoch:0004, train_loss=1.88427, train_acc=0.51165, val_loss=2.06865, val_acc=0.46898, time=1.31301
Epoch:0005, train_loss=1.90203, train_acc=0.52907, val_loss=2.07088, val_acc=0.47080, time=1.16901
Epoch:0006, train_loss=1.90194, train_acc=0.53636, val_loss=2.07158, val_acc=0.44526, time=1.25401
Epoch:0007, train_loss=1.88947, train_acc=0.54730, val_loss=2.07253, val_acc=0.39416, time=1.23600
Epoch:0008, train_loss=1.88156, train_acc=0.54264, val_loss=2.07288, val_acc=0.36314, time=1.18099
Epoch:0009, train_loss=1.87115, train_acc=0.54284, val_loss=2.07178, val_acc=0.36679, time=1.22001
Epoch:0010, train_loss=1.84973, train_acc=0.56492, val_loss=2.07003, val_acc=0.41058, time=1.27102
Epoch:0011, train_loss=1.82404, train_acc=0.59773, val_loss=2.06865, val_acc=0.44526, time=1.35500
Epoch:0012, train_loss=1.80271, train_acc=0.60644, val_loss=2.06791, val_acc=0.45620, time=1.32800
Epoch:0013, train_loss=1.78801, train_acc=0.60401, val_loss=2.06760, val_acc=0.45803, time=1.28201
Epoch:0014, train_loss=1.77750, train_acc=0.60766, val_loss=2.06747, val_acc=0.45438, time=1.17101
Epoch:0015, train_loss=1.76894, train_acc=0.61880, val_loss=2.06747, val_acc=0.44161, time=1.20702
Epoch:0016, train_loss=1.76177, train_acc=0.63176, val_loss=2.06758, val_acc=0.43796, time=1.22100
Epoch:0017, train_loss=1.75570, train_acc=0.64736, val_loss=2.06773, val_acc=0.42518, time=1.24701
Epoch:0018, train_loss=1.74989, train_acc=0.65951, val_loss=2.06782, val_acc=0.40511, time=1.29200
Epoch:0019, train_loss=1.74335, train_acc=0.66964, val_loss=2.06783, val_acc=0.39781, time=1.34499
Epoch:0020, train_loss=1.73569, train_acc=0.67470, val_loss=2.06778, val_acc=0.40328, time=1.33301
Epoch:0021, train_loss=1.72728, train_acc=0.68118, val_loss=2.06779, val_acc=0.40328, time=1.24600
Epoch:0022, train_loss=1.71902, train_acc=0.68503, val_loss=2.06793, val_acc=0.40511, time=1.23801
Epoch:0023, train_loss=1.71184, train_acc=0.68584, val_loss=2.06827, val_acc=0.41423, time=1.28501
Epoch:0024, train_loss=1.70623, train_acc=0.68564, val_loss=2.06877, val_acc=0.41606, time=1.29501
Epoch:0025, train_loss=1.70201, train_acc=0.68544, val_loss=2.06935, val_acc=0.41788, time=1.26900
Epoch:0026, train_loss=1.69858, train_acc=0.68685, val_loss=2.06994, val_acc=0.41606, time=1.20801
Epoch:0027, train_loss=1.69527, train_acc=0.68989, val_loss=2.07049, val_acc=0.41606, time=1.31500
Epoch:0028, train_loss=1.69173, train_acc=0.69253, val_loss=2.07098, val_acc=0.41606, time=1.31802
